cutoff,beta,se,pval,lo,hi,sig
2012,-0.069240893978099,0.05143299640643103,0.17844270316717178,-0.17013413763878402,0.03165234968258601,
2013,-0.10819751120011836,0.0483544657128734,0.025403098597104493,-0.20305177270764282,-0.0133432496925939,*
2014,-0.09354468538329556,0.042012368652498376,0.026131235228243364,-0.17595800841280979,-0.011131362353781357,*
2015,-0.06886763787700742,0.03787157132614293,0.06920669126983442,-0.14315818947986497,0.0054229137258501176,.
